"name","link","values_string"
Account Linking Points plus,yGH4GJ8TE,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAddPointPartners
Account Linking_Bangchak,gaHP3KOI3,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAddPointPartners
AIS BUSINESS_SME_Education Campaign,myaiscorp,https://myais.ais.co.th/login
AIS Now_home,EKHzLWqfy,https://myais.ais.co.th/openMyAISApp?scheme=Home
AIS Points @ CRC & CRG May 2022,"8yHOL1xiO",https://myais.ais.th/openAppToApp?URI=myais%3A%2F%2FTodayCoupon
AIS Points Campaign NOV2020,QYH0nPQTx,https://myais.ais.co.th/openMyAISApp?scheme=Live360
AIS Points Line sticker jan 2021,zGHdLW4TZ,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D525
All Game New Year 2021,"2emagnygame",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification
All Game New Year 2021,AllGameNoti,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification
All Game New Year 2021,GameNYEmag,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification
All Game Revise,AllGameNYEmag,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification
All Game Revise,AllNYGameEmag3,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification
All Game Revise,EmagAllGameNY,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification
APB-TGM Deeplink-Jan22,"6yHMlraC8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fm.ais.co.th%2FKYHy1awFx
APB-TGM Deeplink-Jan22,epHYeQACY,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fm.ais.co.th%2FMYHBeM6cd
APB-TGM Deeplink-Jan22,xxHabvzC2,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fm.ais.co.th%2F1WHYP3VTO
Aunjai Check In,CheckInInternal,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcheckin
Aunjai Check In,CheckInLineMsg,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcheckin
Aunjai Check In,CheckInLineTL,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcheckin
Aunjai Check In,CheckInMMS1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcheckin
Aunjai Check In,CheckInMywebsite,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcheckin
Aunjai Check In,CheckInWebsitewww,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcheckin
BannerAISPC_myAISweb_160421,"3bHp7oZs8",https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=bannerWebAISPC-myAISWeb-apr21
Blog Mar-Jun22,QYHExo0hx,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome
BRAND_DISNEY_MARCH22,"6yHOMeMT8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fm.ais.co.th%2FRbH9ValhE?cid=myais_banner-DisneyMarch-mar10-story
BRAND_DISNEY_MARCH22,QYHYzgVix,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fm.ais.co.th%2FxxHjVPnH2?cid=myais_banner-DisneyMarch-mar10-story
Brand_Line_Disney,"4RH8ZGzH8",https://myais.ais.co.th/aurora-package-register?cid=twt_organic-DisneyAPR-apr12-click
Cake Swiper,CakeInternal,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcakeswiper
Cake Swiper,CakeLineRich,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcakeswiper
Cake Swiper,CakeLineTL,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcakeswiper
Calendar myAIS Flash,"0WH8y41u8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,"4RH8ZWvS8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,aWHgrJwHM,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,BBH84obF8,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,EKH8PLQCy,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,GAHGrj4UP,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,myaiscldattc,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,OzHQwDRHm,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,WxHYOrEiB,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
calendar package x3 to myais,"7LHaLjnT8",https://myais.ais.co.th/openMyAISApp?scheme=Home
calendar package x3 to myais,EKHZ6d6uy,https://myais.ais.co.th/openMyAISApp?scheme=Home
calendar package x3 to myais,GAH8ZzwSP,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,GAHP2PzHP,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,GAHPjAKsP,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,yGHZbKWfE,https://myais.ais.co.th/login?returnUrl=%2Fhome
calendar package x3 to myais,zGHJe1JCZ,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
Campaign_After3,EKHzB7DSy,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
Calendar myAIS Flash,myaiscldbanner,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,vBHw9Y9hQ,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
calendar package x3,aWHV0petM,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,"8yH2ElAsO",https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,bnHWKAWUV,https://myais.ais.co.th/openMyAISApp?scheme=Home
calendar package x3 to myais,EKHzWwqSy,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,loHWjzqhB,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,netx3myais,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,pLHDmLoiZ,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,qxH9dgyfO,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,QYHwY63Cx,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,WxHQwQzSB,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
CallCenter_Download_mass,loHp1jOhB,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome
Campaign_After3,LJHPdvbHx,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
Chinese new year free 1gb,rxHe2RMHJ,https://myais.ais.co.th
Chinese new year free 1gb,vBHJxggIQ,https://myais.ais.co.th
civr_selfservice_chk_balance,rxHnWMmIJ,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=ivr_sms-civr_selfservice_chk_balance-apr22
Coin Blaster,CoinFB,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Coin Blaster,CoinFBBoost,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Coin Blaster,CoinLineMenu,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Coin Blaster,CoinWebMy,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Coin Blaster,CoinWWW,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Cupid Matcher Free Play,CupidBanner,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcupidmatcherfreeplay
Cupid Matcher Free Play,CupidMMS2,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcupidmatcherfreeplay
Cupid Matcher Free Play,CupidMMSinact,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcupidmatcherfreeplay
Deep Link Gamification AIS30Y for Organic Media,DeHrdRAS8,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dsurprisepoints
Deep Link Gamification AIS30Y for Organic Media,xxHzpEph2,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dsurprisepoints
Deep Link Line Sticker category_New myAIS App,"2WHbgd7IQ",https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D525
Deep Link Line Sticker category_New myAIS App,"6yH6jWAU8",https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D525
Deep Link Line Sticker category_New myAIS App,d6Hrae7fq,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D525
Deep Link Line Sticker category_New myAIS App,RbHMWDYtE,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D525
Deep link myAIS category บันเทิง,"0WH39bLc8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPrivilegeList%3Ftype%3Dpoint%26id%3D14
Deep Link The One Card category_New myAIS App,MYHdV9oId,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%253A%252F%252Fmyais.ais.co.th%252Fservices%252Fencrypt-text%252FPOST%252FAISPOINT%252FcallbackToken%253Fpage%253DtransferPoint%25252FtransferCard%2526channel%253DMYAISAPP%2526isFromMobile%253DY%2526lang%253DTH
deep link to AIS Points on myAIS APP,J1HvK9Rcx,https://myais.ais.th/openAppToApp?URI=myais%3A%2F%2FHome
deep link to AIS Points on myAIS APP,KYHd1LZix,https://myais.ais.th/openAppToApp?URI=myais%3A%2F%2FHome
Deep link Today Coupons for Organic Media_30thY,MYHdgl7cd,https://myais.ais.co.th/openMyAISApp?scheme=TodayCoupon
Deep link Today Coupons for Paid Media_30thY,"2WHbMe6SQ",https://myais.ais.co.th/openMyAISApp?scheme=TodayCoupon
Deeplink myAIS หน้าสิทธิพิเศษ Privileges,rxH6obrUJ,https://myais.ais.co.th/openMyAISApp?scheme=Live360
Deeplink myAIS หน้าสิทธิพิเศษ Privileges,vBHDOajIQ,https://myais.ais.co.th/openMyAISApp?scheme=Live360
Delivery Mania,DeliveryeMag,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,DeliveryInternal,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,DeliveryLineMsg,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,DeliveryLineRich,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,DeliveryMMSinact,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,Deliverymynoti,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,DeliveryTDPri,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
DigitalWelcomePack_myAIS_020920,n1Hbo9PHq,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=DigitalWelcomePack-myAIS-Sep20
Disney+ Banner Dec'21,loHJaRAIB,https://myais.ais.co.th/packages/apply-entertainment/?cid=MyAISappweb-PackageDisneyplushotstar-Dec21
Disney+ Banner Jan'22,ApH4g26C8,https://myais.ais.co.th/packages/apply-entertainment/?cid=MyAISappweb-PackageDisneyplushotstar-Jan21
Delivery Mania,DeliveryScala,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,DeliveryWebwwww,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Disney+ Banner Dec'21,"7LHr7VJU8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Fpackages%2Fapply-entertainment%3FisFromMobile%3DY/?cid=MyAISapp-en-PackageDisneyplushotstar-Dec21
Disney+ Banner Dec'21,epHx9KmuY,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Fpackages%2Fapply-entertainment%3FisFromMobile%3DY/?cid=MyAISapp-PackageDisneyplushotstar-Dec21
Disney+ Banner Jan'22,EKHEveQSy,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Fpackages%2Fapply-entertainment%3FisFromMobile%3DY/?cid=MyAISapp-PackageDisneyplushotstar-Jan21
Disney+ Banner Nov'21,PYHqrrqfo,https://myais.ais.co.th/packages/apply-entertainment/?cid=MyAISweb-PackageDisneyplushotstar-Nov21
Disney+ Banner Oct'21,"6yHE6R7F8",https://myais.ais.co.th/login?returnUrl=%2Faurora-package-register%3Fcid%3Dmyais_banner-PackageDisneyplushotstar-Oct21
Disney+ Hotstar Banner,PYHx1WDFo,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Faurora-package%3FisFromMobile%3DY%26lang%3DEN
eBill_First,mlHMlabco,https://myais.ais.co.th/
eBill_First,RbHlQGKtE,https://myais.ais.co.th/
eBill_First,xxHZ49au2,https://myais.ais.co.th/openMyAISApp?scheme=eBill
eBill_First,YyHyg2BUE,https://myais.ais.co.th/
eKYC,LJHx3pocx,https://myais.ais.co.th/openMyAISApp?scheme=Home
FBB AIS Privilege30th,Wpackage,https://myais.ais.co.th/packages/current
FBB-myAIS-June22,"2WHQZvOCQ",https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.th%2Fpayment%2Fauto-topup%3FisFromMobile%3DY?cid=myais_banner-recurring_direct_debit-june22
flexidrive_email_noti1,FlexiDriveedm1,https://myais.ais.co.th/openAppToApp?URI=myais:%2F%2FWebview%3Furl%3Dhttps:%2F%2Fwww.add-digital.co.th%2Fservice%2Fmotor%2Fflexidrive%2Flogin?cid=edm-flexidrive-msignoti1
Flip Kala,KalaFBboost,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Flip Kala,KalaLineRich,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Flip Kala,KalaLineTL,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Flip Kala,KalaMyNoti,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Flip Kala,KalaWebMy,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Fortune Shake,FortuneEmag,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dfortunecookie
Fortune Shake,ForunteRichMsg,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dfortunecookie
Free 1GB myAIS,"1GB",https://myais.ais.co.th/openMyAISApp?scheme=Home
Free 1GB myAIS,epHOD9MCY,https://myais.ais.co.th/openMyAISApp?scheme=Home
Game 4,Game4emag,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game 4,Game4inappAds,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game 4,Game4LineMsg,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game 4,Game4MMS1,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game 4,Game4myNoti,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game 4,Game4Twitter,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game 4,Game4Website,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game Hit the Mole,MoleMMS1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dhitthemolefreeplay
Game Hit the Mole,MoleMMSInact,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dhitthemolefreeplay
gamefication myais,"7LH9mnKs8",https://myais.ais.th/services/encrypt-text/GET/SERENADEBYACCOUNT/callbackToken?isFromMobile=Y&encode=Y
gamefication myais,epHV09PCY,https://myais.ais.th/packages/apply-ontop?tabCode=ONTOP%7C5%7C1%7C5&isFromMobile=Y
gamefication myais,loH973qCB,https://myais.ais.th/services/encrypt-text/POST/AISPOINT/callbackToken?page=transferPoint%2FtransferCard&channel=MYAISAPP&isFromMobile=Y&lang=TH
GameVoucher,ESFB,https://myais.gushop.co
GameVoucher,GVCMyAISFi,https://myais.gushop.co
GameVoucher,GVCMyAISnon,https://myais.gushop.co
GameVoucher,GVCMyAISpost,https://myais.gushop.co
GameVoucher,VCMMS,https://myais.gushop.co
Gamification 3,Game3FB,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Gamification 3,Game3MMS1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Gamification 3,Game3MMS2,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Gamification 3,Game3MMSinact,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Gamification 3,Game3myBanner,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Gamification 3,Game3myNoti,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Gamification 3,Game3Website,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Ghost Matcher,ghostFB,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dghostmatcher
Calendar myAIS Flash,n1Hezp7uq,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,oZHJ9aqS4,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,QYHExOrFx,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,rxHnG9bCJ,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
Calendar myAIS Flash,VYHDm9bs9,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCalendarPack
calendar package x3,ApHZRVpF8,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,d6HYRYmsq,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,epHeAYvTY,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,loH1QZvtB,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
calendar package x3 to myais,YyH916GSE,https://myais.ais.co.th/openMyAISApp?scheme=Home
CallCenter_Download_FBB,J1HBj8bIx,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome
Campaign FMC,mlHMlP9Uo,https://myais.ais.co.th/
Campaign_After3,EKHzB7DSy,https://myais.ais.co.th
Campaign_After3,LJHPdvbHx,https://myais.ais.co.th
CampaignWeekend,j7HoBxAUo,https://myais.ais.co.th/openMyAISApp?scheme=TopUp
campaing_ebill,loHWPWncB,https://myais.ais.co.th/openMyAISApp?scheme=eBill
civr_selfservice_chk_pack,EKH8y00Hy,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FCurrentPack?cid=ivr_sms-civr_selfservice_chk_pack-apr22
civr_selfservice_chk_remaining_usage,"7LH80w9F8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=ivr_sms-civr_selfservice_chk_remaining_usage-apr22
Coin Blaster,CoinLineTL,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Coin Blaster,CoinMMS1,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Coin Blaster,CoinScala,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Coin Blaster,CoinTDPrivi,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Coin Blaster,CoinTwitter,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Cupid Matcher Free Play,CupidMMS1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcupidmatcherfreeplay
Cupid Matcher Free Play,CupidTDPri,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcupidmatcherfreeplay
Deep Link Gamification AIS30Y for Organic Media,"1WHbMzBsO",https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dsurprisepoints
Deep Link Gamification AIS30Y for Organic Media,bnHrDMysV,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dsurprisepoints
Deep Link Gamification AIS30Y for Organic Media,oZH4YnwH4,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dsurprisepoints
Deep Link Line Sticker category_New myAIS App,EKHKwmLTy,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D525
Deep Link premium delivery category_New myAIS App,QYH091rUx,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D505
Deep Link premium delivery category_New myAIS App,vBHVAPZTQ,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D505
Deep Link The One Card category_New myAIS App,ApHnlo8S8,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%253A%252F%252Fmyais.ais.co.th%252Fservices%252Fencrypt-text%252FPOST%252FAISPOINT%252FcallbackToken%253Fpage%253DtransferPoint%25252FtransferCard%2526channel%253DMYAISAPP%2526isFromMobile%253DY%2526lang%253DTH
deep link to AIS Points on myAIS APP,aWHmpMniM,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FLive360
deep link to AIS Points on myAIS APP,BBHEleos8,https://myais.ais.th/openAppToApp?URI=myais%3A%2F%2FHome
Deep link Today Coupons for Organic Media_30thY,d6HryEZTq,https://myais.ais.co.th/openMyAISApp?scheme=TodayCoupon
Deep link Today Coupons for Paid Media_30thY,yGHYQgVcE,https://myais.ais.co.th/openMyAISApp?scheme=TodayCoupon
Deep link หน้า Home myAIS App หรือ Download myAIS App,gaHRQxpS3,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome
Deeplink menu on myAIS,"7LH83nZt8",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPrivilegeList%3Ftype%3Dpoint%26id%3D11
Deeplink myAIS หน้าสิทธิพิเศษ Privileges,RbHDM0rUE,https://myais.ais.co.th/openMyAISApp?scheme=Live360
Deeplink myAIS หน้าสิทธิพิเศษ Privileges,ZyH3PxjT6,https://myais.ais.co.th/openMyAISApp?scheme=Live360
Deeplink_myAIS_AutoPayment,autoPay,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Fpayment%2Fauto-topup%3FisFromMobile%3DY
Delivery Mania,DeliveryLineTL,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,DeliveryMMS2,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Disney Launching MyAIS,"6yHex6vu8",https://myais.ais.co.th/aurora-package-register?cid=myais_banner-disneyplushotstar-Jun21
Disney Launching MyAIS,KYHBge7Fx,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Fpackages%2Fapply-entertainment%3FisFromMobile%3DY/?cid=MyAIS-PackageDisneyplushotstar-Nov21
Disney+ Banner Nov'21,epHr1eaCY,https://myais.ais.co.th/login?returnUrl=%2Fpackages%2Fapply-entertainment%3Fcid%3DMyAISweb-PackageDisneyplushotstar-Nov21
Disney+ Hotstar Banner,"9WH2KJdfG",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Faurora-package%3FisFromMobile%3DY%26lang%3DTH
Disney+ Hotstar MyAIS Noti,ApHoQB1S8,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Faurora-package%3FisFromMobile%3DY%26lang%3DTH
Campaign_After3,OzHA1xGum,https://myais.ais.co.th
Campaign_After3,OzHA1xGum,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
Chinese new year free 1gb,ApH3LJoF8,https://myais.ais.co.th
Chinese new year free 1gb,BBHzPDgH8,https://myais.ais.co.th
Chinese new year free 1gb,d6HY3jAFq,https://myais.ais.co.th
Coin Blaster,CoinBanner,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Coin Blaster,CoinMMS2,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Coin Blaster,CoinMyNoti,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dcoinblaster
Cupid Matcher Free Play,CupidLineRich,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcupidmatcherfreeplay
Cupid Matcher Free Play,CupidTW,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dcupidmatcherfreeplay
Deep Link Gamification AIS30Y for Organic Media,"3bHvKEvF8",https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dsurprisepoints
