"name","link","values_string"
Deep Link Gamification AIS30Y for Organic Media,ApHnQ1nI8,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dsurprisepoints
Deep Link Gamification AIS30Y for Organic Media,BBH1vymt8,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dsurprisepoints
Deep Link Gamification AIS30Y for Organic Media,epHdr2YuY,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dsurprisepoints
Deep Link Gamification AIS30Y for Organic Media,loHG7YzIB,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Dsurprisepoints
Deep Link Line Sticker category_New myAIS App,"0WHQBzJT8",https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D525
Deep Link The One Card category_New myAIS App,EKHKwBGHy,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%253A%252F%252Fmyais.ais.co.th%252Fservices%252Fencrypt-text%252FPOST%252FAISPOINT%252FcallbackToken%253Fpage%253DtransferPoint%25252FtransferCard%2526channel%253DMYAISAPP%2526isFromMobile%253DY%2526lang%253DTH
Deep Link The One Card category_New myAIS App,yGHYo9nUE,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%253A%252F%252Fmyais.ais.co.th%252Fservices%252Fencrypt-text%252FPOST%252FAISPOINT%252FcallbackToken%253Fpage%253DtransferPoint%25252FtransferCard%2526channel%253DMYAISAPP%2526isFromMobile%253DY%2526lang%253DTH
deep link to AIS Points on myAIS APP,OzH6xBwHm,https://myais.ais.th/openAppToApp?URI=myais%3A%2F%2FHome
deep link to AIS Points on myAIS APP,oZHdelnS4,https://myais.ais.th/openAppToApp?URI=myais%3A%2F%2FHome
deep link to AIS Points on myAIS APP,wxHwBpBF1,https://myais.ais.th/openAppToApp?URI=myais%3A%2F%2FHome
Deep link Today Coupons for Organic Media_30thY,yGHYQpEFE,https://myais.ais.co.th/openMyAISApp?scheme=TodayCoupon
Deep link Today Coupons for Paid Media_30thY,mlHQ4jqUo,https://myais.ais.co.th/openMyAISApp?scheme=TodayCoupon
Deep link Today Coupons for Paid Media_30thY,OzH93BMim,https://myais.ais.co.th/openMyAISApp?scheme=TodayCoupon
Deep link หน้า Home myAIS App หรือ Download myAIS App,RbHe2grHE,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome
Deeplink_cat Telco pack_on myAIS App,MYHVVOQid,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FPrivilegeList%3Ftype%3Dpoint%26id%3D11
Delivery Mania,DeliveryFB,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,DeliveryMMS1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,Deliverymybanner,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,DeliverymyWeb,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Delivery Mania,DeliveryTW,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Ddeliverymania
Disney August Banner,"9WHDxlyhG",https://myais.ais.co.th/aurora-package-register?cid=myais_banner-disneyplushotstar-aug21-masterkv
Download_LINECupon,DeHDYzWU8,https://myais.ais.co.th/openMyAISApp?scheme=Home
eBill 60 Points,AISFibre_eBill,https://myais.ais.co.th/services/e-statement?lang=
eBill_First,"7LHM1yWT8",https://myais.ais.co.th/
eBill_First,KYHmWQ3ix,https://myais.ais.co.th/
eBill_First,VYHPoYGS9,https://myais.ais.co.th/
edm myais,bnH3RAvUV,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
edm myais,n1H849Ghq,https://myais.ais.co.th/openMyAISApp?scheme=Home
EDM_RLP,xxHZAr9H2,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
FBB 10 Point Log In myAIS,Register_myAIS,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FLive360
FBB AIS Privilege30th,pLH0YJLHZ,https://myais.ais.co.th/openMyAISApp?scheme=CurrentPackage
FBB_Paybill,WxHMyovcB,https://myais.ais.co.th/openMyAISApp?scheme=PayBills
FBB-myAIS-July22,mlHOy2lso,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.th%2Fpayment%2Fauto-topup%3FisFromMobile%3DY?cid=myais_banner-recurring_direct_credit-july22
FBB-myAIS-June22,rxHnyjJCJ,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.th%2Fpayment%2Fauto-topup%3FisFromMobile%3DY?cid=myais_banner-recurring_direct_credit-june22
FBB-myAIS-may22-เพิ่มเติม,"7LH83ARI8",https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.th%2Fpayment%2Fauto-topup%3FisFromMobile%3DY?cid=myais_banner-recurring_direct_debit-may22
FBB-myAIS-may22-เพิ่มเติม,KYHGl3KUx,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.th%2Fpayment%2Fauto-topup%3FisFromMobile%3DY?cid=myais_banner-recurring_direct_credit-may22
FBB-myAIS-may22-เพิ่มเติม,loH3nobhB,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FLive360?cid=myais_banner-recurring_direct-may22
Disney+ Hotstar MyAIS Noti,MYH9gKwhd,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Faurora-package%3FisFromMobile%3DY%26lang%3DEN
DIY Top Up Feature on Matrixx,wxHYqOjh1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FRewardMyAIS
familyextra myais,aWHVPVPFM,https://myais.ais.co.th/openMyAISApp?scheme=Home
FBB AIS Privilege30th,loHB6vbCB,https://myais.ais.co.th/openMyAISApp?scheme=CurrentPackage
FBB AIS Privilege30th,oZHOpRzi4,https://myais.ais.co.th/packages/current
fbb_info_call_detail,pLHwPa0cZ,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FUsageHistory?cid=ivr_sms-fbb_info_call_detail-apr22
FBB_sms,EKH0a1qFy,https://myais.ais.co.th/openMyAISApp?scheme=Home
Flip Kala,KalaEmag,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Flip Kala,KalaInternal,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Flip Kala,KalaScala,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Flip Kala,KalaWWW,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Fortune Shake,FortuneMMS1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dfortunecookie
Fortune Shake,FortuneMMSinact,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dfortunecookie
Fortune Shake,FortunemyBanner,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dfortunecookie
Fortune Shake,FortuneTW,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dfortunecookie
Free 1GB myAIS,loHW3agTB,https://myais.ais.co.th/openMyAISApp?scheme=Home
Free 1GB myAIS,VYHPD7rh9,https://myais.ais.co.th/openMyAISApp?scheme=Home
Game 4,Game4FBBoost,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game 4,Game4MMS2,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game 4,Game4myBanner,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game 4,game4Scala,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game 4,Game4TDPri,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game Hit the Mole,MoleFB,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dhitthemolefreeplay
Game Hit the Mole,MoleLineTL,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dhitthemolefreeplay
Game Hit the Mole,MoleMMS2,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dhitthemolefreeplay
Game Hit the Mole,MoleMMS22,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dhitthemolefreeplay
Game Hit the Mole,MoleTW,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dhitthemolefreeplay
Game_AIS 5G one plan_May22,AIS-setup-payment-May22,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FLinkingStore
Game_EmagAllGame,EmagAllGame,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification
gamefication myais,bnHqEK0HV,https://myais.ais.th/packages/apply-ontop?isFromMobile=Y&tabCode=MAOMAO_VOICE_MIN
gamefication myais,EKHJlZKsy,https://myais.ais.th/packages/apply-recommend-package?isFromMobile=Y&type=ontop&packId=*777*7012%23&effDate=I&serviceName=MYAIS_CAMPAIGN&lang=TH
gamefication myais,pLH8QA7sZ,https://myais.ais.co.th/services/encrypt-text/GET/ONLINE_TRACKING/callbackToken?isFromMobile=Y&appName=eserviceapp&lang=TH&encode=Y
GameVoucher,GVCMyAISpre,https://myais.gushop.co
GameVoucher,GVFBpaidB,https://myais.gushop.co/c/card/riot-pin.html
GameVoucher,sheapgamer,https://myais.gushop.co
GameVoucher,VCSMS,https://myais.gushop.co
Gamification 3,Game3FBAds,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Gamification 3,Game3InappAds,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Gamification 3,Game3Internal,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Gamification 3,Game3TDPri,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Ghost Matcher,ghostEmag,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dghostmatcher
Ghost Matcher,ghostLineMsg,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dghostmatcher
Ghost Matcher,ghostLineTL,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dghostmatcher
Ghost Matcher,ghostMMS1,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dghostmatcher
Ghost Matcher,ghostMMS2,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dghostmatcher
Ghost Matcher,ghostMMSinact,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dghostmatcher
GuShop on myAIS Mar-22,My.Gushop,https://myais.gushop.co
GuShop on myAIS Mar-22,My.Gushop.Roblox,https://myais.gushop.co/c/card/roblox.html
GuShop on myAIS Mar-22,My.Gushop.Steam,https://myais.gushop.co/c/card/steam-wallet.html
GuShop on myAIS Mar-22 02,My.Gushop.HBOGo,https://myais.gushop.co/c/card/hbogo.html
GuShop on myAIS Mar-22 02,My.Gushop.Line,https://myais.gushop.co/c/card/line-prepaid-card.html
GuShop on myAIS Mar-22 02,My.Gushop.Tinderplus,https://myais.gushop.co/c/card/tinder-plus.html
GuShop on myAIS Mar-22 02,My.Gushop.Viu,https://myais.gushop.co/c/card/viu-premium-code.html
flexidrive_email_noti2,FlexiDriveedm2,https://myais.ais.co.th/openAppToApp?URI=myais:%2F%2FWebview%3Furl%3Dhttps:%2F%2Fwww.add-digital.co.th%2Fservice%2Fmotor%2Fflexidrive%2Flogin?cid=edm-flexidrive-msignoti2
flexidrive_qrcode_carusb_msigbox,"1WHOvQEcO",https://myais.ais.co.th/openAppToApp?URI=myais:%2F%2FWebview%3Furl%3Dhttps:%2F%2Fwww.add-digital.co.th%2Fservice%2Fmotor%2Fflexidrive%2Flogin?cid=qrcode-flexidrive-carusb_msigbox
flexidrive_sms_msignoti1,FlexiDrivesms1,https://myais.ais.co.th/openAppToApp?URI=myais:%2F%2FWebview%3Furl%3Dhttps:%2F%2Fwww.add-digital.co.th%2Fservice%2Fmotor%2Fflexidrive%2Flogin?cid=sms-flexidrive-msignoti1
flexidrive_sms_msignoti2,FlexiDrivesms2,https://myais.ais.co.th/openAppToApp?URI=myais:%2F%2FWebview%3Furl%3Dhttps:%2F%2Fwww.add-digital.co.th%2Fservice%2Fmotor%2Fflexidrive%2Flogin?cid=sms-flexidrive-msignoti2
Flip Kala,KalaBanner,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Flip Kala,KalaFB,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Flip Kala,KalaTDpri,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Flip Kala,KalaTwitter,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dflipkala
Fortune Shake,FortuneMMS2,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dfortunecookie
Fortune Shake,FortuneNoti,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dfortunecookie
Fortune Shake,FortunerichMenu,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dfortunecookie
Fortune Shake,FortuneTL,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dfortunecookie
Game 4,Game4LineRich,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game 4,Game4MMSInact,https://myais.ais.co.th/openMyAISApp?scheme=gamification%3Fmenu%3Drewardtune
Game Google myAIS App,gmabg,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FLinkingStore
Game Hit the Mole,MoleNoti,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dhitthemolefreeplay
gamefication myais,loHvyaDtB,https://myais.ais.th/packages/apply-ontop?tabCode=ONTOP_VOICE_DATA&isFromMobile=Y
gamefication myais,PYHwnEVio,https://myais.ais.th/packages/change-package?isFromMobile=Y&tabCode=MAIN%7C10%7C1%7C5
GameVoucher,GVblogpost,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome
GameVoucher,GVCMyAIS,https://myais.gushop.co
GameVoucher,GVFBpaidA,https://myais.gushop.co/c/card/riot-pin.html
GameVoucher,GVmainwebsite,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome
GameVoucher,gvtw,https://myais.gushop.co
GameVoucher,gvtwt2,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome
GameVoucher,GVVALproFB,https://myais.gushop.co/c/card/riot-pin.html
GameVoucher,RazDiablo,https://myais.gushop.co/c/card/razer-pin-th.html
Gamification 3,Game3LineMes,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Gamification 3,Game3myWeb,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Gamification 3,Game3Twitter,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3DRewardjetFreeplay
Ghost Matcher,ghostmyNoti,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dghostmatcher
Ghost Matcher,ghostTW,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Dghostmatcher
google assistant myais,J1HB46WFx,https://myais.ais.co.th/openMyAISApp
google assistant myais,j7HJmBrHo,https://myais.ais.co.th/openMyAISApp
heroAIS_free1GB,oZHZPxnT4,https://myais.ais.co.th/openMyAISApp?scheme=Home
IVR1175,"1175CheckPackage",https://myais.ais.co.th/openMyAISApp?scheme=CurrentPackage
Jingle Crush Game,JingleAttentionCard,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Djinglecrush
Jingle Crush Game,JingleEmag,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Djinglecrush
Jingle Crush Game,JingleFB,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Djinglecrush
Jingle Crush Game,JingleTDPrivi,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Djinglecrush
Jingle Crush Game,JingleTW,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2Fgamification%3Fmenu%3Djinglecrush
LBS_Central Rama 9,RA9,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_CentralPlaza Rayong,RYG,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_Emquatier,EQT,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_Fashion Island,FIS,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_Future Park Rangsit,FUP,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_Mega Bangna,MBN,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_The Mall Korat,KOR,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LBS_The Mall Ngamwongwan,MWW,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FAroundYouMap
LINE Card Stickers 16Apr21,PYHwzmZHo,https://myais.ais.co.th/openMyAISApp?scheme=PrivilegeList%3Ftype%3Dpoint%26id%3D525
LinePVHome_NewDL_170820,ZyHQAeEC6,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=Line Home-NewmyAIS_DLHome-Aug20
LinePVPush_PicNewDL_190820,ZyHQAqlS6,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=Line Push-NewmyAIS_PicDLPush-Aug20
Mission Gamification,MissionBanner,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions
Mission Gamification,MissionLineRich,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FMissions
mobile_selfservice_chk_balance_post,VYHDprdi9,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=ivr_sms-mobile_selfservice_chk_balance_post-apr22
Money Thunder Nov2020,oZH4jMxC4,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Fmoney-thunder%3FisFromMobile%3DY
Money Thunder Oct 2020,yGHY2PdsE,https://myais.ais.co.th/money-thunder?isFromMobile=Y
my AIS,n1HD74WHq,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FNdid
my AIS app (MEDIA),"2WHWZvZFQ",https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),"4RHg3Avc8",https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),d6HQDYMHq,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),GAH8pq0FP,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),oZHZVBqi4,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),pLH2GbAhZ,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),yGHn4PBCE,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),YyH96AdfE,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS app (MEDIA),YyH9GnLsE,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS link for SME,oZHBqaGt4,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS Top Up,vBHB0qECQ,https://myais.ais.co.th/openMyAISApp?scheme=TopUp
my AIS รับแพ็กเน็ตในวันแม่,BBHg9xDU8,https://myais.ais.co.th/openMyAISApp?scheme=Home
my AIS_Open App,bnHnM07cV,https://myais.ais.co.th/openMyAISApp?scheme=ExtraPack
my AIS_RAP,vBHJbZAHQ,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAIS : Payment,oZHBLZ2F4,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
myAIS : Payment,wxHMglEf1,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
myAIS : SMS Payment,myAISpay,https://myais.ais.co.th/openMyAISApp?scheme=PayBills
myais comunication,"1WHlKr4CO",https://myais.ais.co.th/openMyAISApp?scheme=Home
myais comunication,EKHzYbmFy,https://myais.ais.co.th/openMyAISApp?scheme=Home
myais comunication,epHOPYOCY,https://myais.ais.co.th/openMyAISApp?scheme=Home
myais comunication,GAHPEvYfP,https://myais.ais.co.th/openMyAISApp?scheme=Home
myais comunication,GAHPqqpSP,https://myais.ais.co.th/
myais comunication,GAHPqqpSP,https://myais.ais.co.th/openMyAISApp
myais comunication,oZHBaP6S4,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAIS Deeplink,gaHeWwVI3,https://myais.ais.co.th/services/encrypt-text/POST/REQUEST_WIFI/mobileparam?isFromMobile=Y&lang=TH
MYAIS Download,myais,https://myais.ais.co.th/openMyAISApp?scheme=AutoPay
myAIS login,aWH6eEZFM,https://myais.ais.co.th/openMyAISApp?scheme=MainPack
MyAIS Noti,aWHL4gnFM,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Faurora-package%3FisFromMobile%3DY%26lang%3DTH
myAIS x AIS Insurance,"9WHG2bAuG",https://myais.ais.th/services/encrypt-text/POST/DIGITALCO_SESSION/jwt?isFromMobile=Y&state=https%3A%2F%2Fdigital.ais.th%2Fdigitalco-m%2Finsurance%2Fcategories%2FNElhN3nEXnt%2Fproducts&language=th
myAIS x AIS Insurance,yGHm7MMsE,https://myais.ais.th/services/encrypt-text/POST/DIGITALCO_SESSION/jwt?isFromMobile=Y&state=https%3A%2F%2Fdigital.ais.th%2Fdigitalco-m%2Finsurance%2Fcategories%2FWMhWnsZunRz%2Fproducts&language=th
myAIS x The Mall,j7HRZ9BSo,https://myais.ais.th/services/encrypt-text/POST/DIGITALCO_SESSION/jwt?isFromMobile=Y&state=https%3A%2F%2Fdigital.ais.th%2Fdigitalco-m%2Fretail&language=th
myais เติมเงินรับเน็ตสองเท่า,rxHeoPyiJ,https://myais.ais.co.th/openMyAISApp?scheme=TopUp
myAIS_AISBuddymyAIS_010820,epH0ZKEfY,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAIS_AISBuddyNomyAIS_010820,wxHOGqLi1,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAIS_AllSVEmagazine_080921,"1WH0wprCO",https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=Emagazine-myAISDownload-sep21
myAIS_AskAunjaiFB100820,mlHwxdPho,https://myais.ais.co.th/openMyAISApp?scheme=Aunjai?cid=fb_ads-myAIS_AskAunjaiFB-Aug20
myAIS_Banner_Ask Aunjai_010820,vBHDlDvIQ,https://myais.ais.co.th/services/encrypt-text/POST/AUNJAI/data?isFromMobile=Y&lang=TH
myAIS_BannerAskAunjai_080920,bnHr8qvhV,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=BannerApp-myAISAunjai-Sep20
myAIS_BannerWeb12call_180820,xxHzm8JI2,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=BannerWeb12call-NewmyAIS_BannerWeb12call-Aug20
myAIS_Live360_261020,mlHQKzAHo,https://myais.ais.co.th/openMyAISApp?scheme=Live360
myAIS_LuckyDrawInApp_170720,MYH2wmrFd,https://myais.ais.co.th/openMyAISApp?scheme=PaymentTopup
myAIS_MMSPortin_160720,OzHK8xACm,https://myais.ais.co.th/openMyAISApp?scheme=Home
myAIS_mOnline_250122,GAHvePqfP,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fm.ais.co.th%2Fj7HRZ9BSo
myAIS_NewwebDownload_Aug20,pLHR6WmfZ,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=web-NewmyAIS-Aug20
myAIS_Ontoppack_080921,MYH0L03Td,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fm.ais.co.th%2FpLH8QA7sZ
myAIS_PopupAsk Aunjai_010820,QYH2P26ux,https://myais.ais.co.th/openMyAISApp?scheme=Aunjai?cid=PopUp-myAIS_Ask Aunjai-Aug20-BannerPop-up
myAIS_Roaming_080722,YyHBaJaiE,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FWebview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.th%2Fpackages%2Fapply-roaming-package%3FisFromMobile%3DY
myAIS_ThanDL_110820,"1WHqWlvtO",https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=than-myAIS-Aug 20-brandAW
myAIS_UsagePost_141020,ApHneems8,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Fbalance%2Fusage%3FisFromMobile%3DY%26lang%3DTH
myAISAll_100222,epHzr0RuY,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FHome?cid=fb_organic-myAISAll-feb22-conversion
myAISaskaunjai,LJH90elsx,https://myais.ais.co.th/openMyAISApp?scheme=PayBills
myAISaskaunjai,OzHdy8Zim,https://myais.ais.co.th/openMyAISApp?scheme=PayBills
myAISAskaunjai_AISFB_260320,d6Hwbx4tq,https://myais.ais.co.th/openMyAISApp?scheme=Aunjai
myAISAskaunjai_Linehome_260320,zGH64j7TZ,https://myais.ais.co.th/openMyAISApp?scheme=Aunjai
myAISAskaunjai_Linepush_260320,MYH23aQcd,https://myais.ais.co.th/openMyAISApp?scheme=Aunjai
myAISAunjai_banner_110321,"4RHEyYQc8",https://myais.ais.co.th/openMyAISApp?scheme=Aunjai?cid=banner-myAISAunjai-mar21
myAISAunjai_LinePVMenu_030920,EKHK4w3uy,https://myais.ais.co.th/openMyAISApp?scheme=Home?cid=LinePVMenu-myAISAunjai-Sep20
myAISAutoPayment_200422,xxHPvrjC2,https://myais.ais.co.th/openMyAISApp?scheme=Webview%3Furl%3Dhttps%3A%2F%2Fmyais.ais.co.th%2Fpayment%2Fauto-topup%3FisFromMobile%3DY
myAISBalanceTF_Twitt_200420,KYHn7bLUx,https://myais.ais.co.th/openMyAISApp?scheme=BalanceTransfer
myAISBenefit_eBill_FB_300921,xxHJOEKc2,https://myais.ais.co.th/openAppToApp?URI=myais%3A%2F%2FUsage?cid=fb_organic-myAISBenefiteBill-sep20-conversion
